Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Cameroon,Burkina Faso,Refugees (incl. refugee-like situations),1
2013,Cameroon,Central African Rep.,Asylum-seekers,5903
2013,Cameroon,Central African Rep.,Refugees (incl. refugee-like situations),103892
2013,Cameroon,Côte d'Ivoire,Asylum-seekers,298
2013,Cameroon,Côte d'Ivoire,Refugees (incl. refugee-like situations),109
2013,Cameroon,Dem. Rep. of the Congo,Asylum-seekers,383
2013,Cameroon,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),464
2013,Cameroon,Congo,Asylum-seekers,20
2013,Cameroon,Congo,Refugees (incl. refugee-like situations),61
2013,Cameroon,Algeria,Refugees (incl. refugee-like situations),2
2013,Cameroon,Eritrea,Asylum-seekers,1
2013,Cameroon,Eritrea,Refugees (incl. refugee-like situations),1
2013,Cameroon,Ethiopia,Asylum-seekers,3
2013,Cameroon,France,Asylum-seekers,2
2013,Cameroon,Gabon,Refugees (incl. refugee-like situations),3
2013,Cameroon,Guinea,Asylum-seekers,505
2013,Cameroon,Guinea,Refugees (incl. refugee-like situations),14
2013,Cameroon,Gambia,Asylum-seekers,22
2013,Cameroon,Guinea-Bissau,Asylum-seekers,39
2013,Cameroon,Equatorial Guinea,Asylum-seekers,6
2013,Cameroon,Equatorial Guinea,Refugees (incl. refugee-like situations),9
2013,Cameroon,Iran (Islamic Rep. of),Asylum-seekers,1
2013,Cameroon,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1
2013,Cameroon,Kenya,Asylum-seekers,1
2013,Cameroon,Cambodia,Refugees (incl. refugee-like situations),5
2013,Cameroon,Lebanon,Asylum-seekers,1
2013,Cameroon,Liberia,Asylum-seekers,17
2013,Cameroon,Liberia,Refugees (incl. refugee-like situations),17
2013,Cameroon,Libya,Asylum-seekers,0
2013,Cameroon,Morocco,Refugees (incl. refugee-like situations),1
2013,Cameroon,Mali,Asylum-seekers,58
2013,Cameroon,Mali,Refugees (incl. refugee-like situations),2
2013,Cameroon,Mauritania,Asylum-seekers,6
2013,Cameroon,Mauritania,Refugees (incl. refugee-like situations),4
2013,Cameroon,Niger,Asylum-seekers,5
2013,Cameroon,Nigeria,Asylum-seekers,10
2013,Cameroon,Nigeria,Refugees (incl. refugee-like situations),7459
2013,Cameroon,Rwanda,Asylum-seekers,167
2013,Cameroon,Rwanda,Refugees (incl. refugee-like situations),823
2013,Cameroon,Sudan,Asylum-seekers,84
2013,Cameroon,Sudan,Refugees (incl. refugee-like situations),62
2013,Cameroon,Senegal,Asylum-seekers,155
2013,Cameroon,Senegal,Refugees (incl. refugee-like situations),2
2013,Cameroon,Sierra Leone,Asylum-seekers,18
2013,Cameroon,Somalia,Refugees (incl. refugee-like situations),1
2013,Cameroon,South Sudan,Asylum-seekers,1
2013,Cameroon,South Sudan,Refugees (incl. refugee-like situations),3
2013,Cameroon,Swaziland,Refugees (incl. refugee-like situations),1
2013,Cameroon,Syrian Arab Rep.,Asylum-seekers,7
2013,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Cameroon,Chad,Asylum-seekers,605
2013,Cameroon,Chad,Refugees (incl. refugee-like situations),1721
2013,Cameroon,Togo,Asylum-seekers,2
2013,Cameroon,Togo,Refugees (incl. refugee-like situations),10
2013,Cameroon,Uganda,Asylum-seekers,0
2013,Cameroon,Uganda,Refugees (incl. refugee-like situations),1
2013,Cameroon,South Africa,Asylum-seekers,1
2013,Dem. Rep. of the Congo,Angola,Asylum-seekers,7
2013,Dem. Rep. of the Congo,Angola,Refugees (incl. refugee-like situations),558
2013,Dem. Rep. of the Congo,Burundi,Asylum-seekers,851
2013,Dem. Rep. of the Congo,Burundi,Refugees (incl. refugee-like situations),9762
2013,Dem. Rep. of the Congo,Central African Rep.,Asylum-seekers,68
2013,Dem. Rep. of the Congo,Central African Rep.,Refugees (incl. refugee-like situations),53385
2013,Dem. Rep. of the Congo,Côte d'Ivoire,Asylum-seekers,9
2013,Dem. Rep. of the Congo,Côte d'Ivoire,Refugees (incl. refugee-like situations),6
2013,Dem. Rep. of the Congo,Cameroon,Asylum-seekers,6
2013,Dem. Rep. of the Congo,Cameroon,Refugees (incl. refugee-like situations),6
2013,Dem. Rep. of the Congo,Congo,Asylum-seekers,12
2013,Dem. Rep. of the Congo,Congo,Refugees (incl. refugee-like situations),673
2013,Dem. Rep. of the Congo,Eritrea,Asylum-seekers,2
2013,Dem. Rep. of the Congo,Eritrea,Refugees (incl. refugee-like situations),1
2013,Dem. Rep. of the Congo,Ethiopia,Refugees (incl. refugee-like situations),1
2013,Dem. Rep. of the Congo,Guinea,Asylum-seekers,2
2013,Dem. Rep. of the Congo,Guinea,Refugees (incl. refugee-like situations),7
2013,Dem. Rep. of the Congo,Gambia,Asylum-seekers,0
2013,Dem. Rep. of the Congo,Liberia,Asylum-seekers,7
2013,Dem. Rep. of the Congo,Liberia,Refugees (incl. refugee-like situations),6
2013,Dem. Rep. of the Congo,Rwanda,Asylum-seekers,397
2013,Dem. Rep. of the Congo,Rwanda,Refugees (incl. refugee-like situations),43674
2013,Dem. Rep. of the Congo,Sudan,Asylum-seekers,1
2013,Dem. Rep. of the Congo,Sudan,Refugees (incl. refugee-like situations),2564
2013,Dem. Rep. of the Congo,Sierra Leone,Asylum-seekers,0
2013,Dem. Rep. of the Congo,Sierra Leone,Refugees (incl. refugee-like situations),1
2013,Dem. Rep. of the Congo,Somalia,Asylum-seekers,88
2013,Dem. Rep. of the Congo,Somalia,Refugees (incl. refugee-like situations),30
2013,Dem. Rep. of the Congo,Syrian Arab Rep.,Asylum-seekers,2
2013,Dem. Rep. of the Congo,Chad,Asylum-seekers,0
2013,Dem. Rep. of the Congo,Chad,Refugees (incl. refugee-like situations),2
2013,Dem. Rep. of the Congo,United Rep. of Tanzania,Asylum-seekers,8
2013,Dem. Rep. of the Congo,Uganda,Asylum-seekers,1
2013,Dem. Rep. of the Congo,Uganda,Refugees (incl. refugee-like situations),2686
2013,Congo,Angola,Asylum-seekers,66
2013,Congo,Angola,Refugees (incl. refugee-like situations),326
2013,Congo,Burundi,Asylum-seekers,18
2013,Congo,Burundi,Refugees (incl. refugee-like situations),91
2013,Congo,Burkina Faso,Asylum-seekers,1
2013,Congo,Central African Rep.,Asylum-seekers,122
2013,Congo,Central African Rep.,Refugees (incl. refugee-like situations),10084
2013,Congo,Côte d'Ivoire,Asylum-seekers,63
2013,Congo,Côte d'Ivoire,Refugees (incl. refugee-like situations),5
2013,Congo,Cameroon,Asylum-seekers,2
2013,Congo,Cameroon,Refugees (incl. refugee-like situations),1
2013,Congo,Dem. Rep. of the Congo,Asylum-seekers,1906
2013,Congo,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),31936
2013,Congo,Ethiopia,Asylum-seekers,1
2013,Congo,Guinea,Asylum-seekers,8
2013,Congo,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1
2013,Congo,Liberia,Asylum-seekers,5
2013,Congo,Liberia,Refugees (incl. refugee-like situations),2
2013,Congo,Mali,Asylum-seekers,1
2013,Congo,Mali,Refugees (incl. refugee-like situations),1
2013,Congo,Mauritania,Asylum-seekers,55
2013,Congo,Mauritania,Refugees (incl. refugee-like situations),7
2013,Congo,Nigeria,Refugees (incl. refugee-like situations),3
2013,Congo,Rwanda,Asylum-seekers,238
2013,Congo,Rwanda,Refugees (incl. refugee-like situations),8496
2013,Congo,Sudan,Asylum-seekers,14
2013,Congo,Sudan,Refugees (incl. refugee-like situations),31
2013,Congo,Senegal,Asylum-seekers,1
2013,Congo,Sierra Leone,Asylum-seekers,6
2013,Congo,Sierra Leone,Refugees (incl. refugee-like situations),3
2013,Congo,Chad,Asylum-seekers,143
2013,Congo,Chad,Refugees (incl. refugee-like situations),47
2013,Congo,Togo,Asylum-seekers,1
2013,Congo,Togo,Refugees (incl. refugee-like situations),2
2013,Congo,Uganda,Refugees (incl. refugee-like situations),1
2013,Colombia,Afghanistan,Refugees (incl. refugee-like situations),2
2013,Colombia,Angola,Refugees (incl. refugee-like situations),5
2013,Colombia,Benin,Refugees (incl. refugee-like situations),1
2013,Colombia,Bangladesh,Asylum-seekers,2
2013,Colombia,Bolivia (Plurinational State of),Asylum-seekers,3
2013,Colombia,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),1
2013,Colombia,Brazil,Asylum-seekers,0
2013,Colombia,China,Asylum-seekers,0
2013,Colombia,China,Refugees (incl. refugee-like situations),1
2013,Colombia,Côte d'Ivoire,Asylum-seekers,0
2013,Colombia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1
2013,Colombia,Congo,Refugees (incl. refugee-like situations),2
2013,Colombia,Cuba,Asylum-seekers,37
2013,Colombia,Cuba,Refugees (incl. refugee-like situations),62
2013,Colombia,Dominican Rep.,Refugees (incl. refugee-like situations),1
2013,Colombia,Ecuador,Asylum-seekers,5
2013,Colombia,Ecuador,Refugees (incl. refugee-like situations),8
2013,Colombia,Egypt,Asylum-seekers,0
2013,Colombia,Eritrea,Refugees (incl. refugee-like situations),4
2013,Colombia,Ethiopia,Refugees (incl. refugee-like situations),16
2013,Colombia,Ghana,Asylum-seekers,0
2013,Colombia,Ghana,Refugees (incl. refugee-like situations),1
2013,Colombia,Honduras,Asylum-seekers,0
2013,Colombia,Haiti,Asylum-seekers,1
2013,Colombia,Haiti,Refugees (incl. refugee-like situations),1
2013,Colombia,Hungary,Refugees (incl. refugee-like situations),7
2013,Colombia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2
2013,Colombia,Iraq,Refugees (incl. refugee-like situations),4
2013,Colombia,Liberia,Refugees (incl. refugee-like situations),3
2013,Colombia,Sri Lanka,Refugees (incl. refugee-like situations),2
2013,Colombia,Morocco,Asylum-seekers,0
2013,Colombia,Mali,Asylum-seekers,1
2013,Colombia,Mozambique,Asylum-seekers,0
2013,Colombia,Mauritania,Refugees (incl. refugee-like situations),1
2013,Colombia,Nigeria,Asylum-seekers,0
2013,Colombia,Nicaragua,Refugees (incl. refugee-like situations),24
2013,Colombia,Nepal,Asylum-seekers,0
2013,Colombia,Nepal,Refugees (incl. refugee-like situations),2
2013,Colombia,Pakistan,Asylum-seekers,1
2013,Colombia,Pakistan,Refugees (incl. refugee-like situations),1
2013,Colombia,Peru,Refugees (incl. refugee-like situations),8
2013,Colombia,Paraguay,Asylum-seekers,1
2013,Colombia,Palestinian,Refugees (incl. refugee-like situations),1
2013,Colombia,Romania,Refugees (incl. refugee-like situations),7
2013,Colombia,Russian Federation,Asylum-seekers,1
2013,Colombia,Russian Federation,Refugees (incl. refugee-like situations),3
2013,Colombia,Sudan,Refugees (incl. refugee-like situations),1
2013,Colombia,Sierra Leone,Asylum-seekers,1
2013,Colombia,Sierra Leone,Refugees (incl. refugee-like situations),5
2013,Colombia,El Salvador,Refugees (incl. refugee-like situations),7
2013,Colombia,Somalia,Asylum-seekers,0
2013,Colombia,Somalia,Refugees (incl. refugee-like situations),11
2013,Colombia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),7
2013,Colombia,Syrian Arab Rep.,Asylum-seekers,1
2013,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2
2013,Colombia,Turkey,Refugees (incl. refugee-like situations),2
2013,Colombia,United States of America,Asylum-seekers,1
2013,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,16
2013,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),15
2013,Colombia,Stateless,Refugees (incl. refugee-like situations),3
2013,Costa Rica,Afghanistan,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Angola,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Argentina,Asylum-seekers,2
2013,Costa Rica,Argentina,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Armenia,Asylum-seekers,1
2013,Costa Rica,Armenia,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Bangladesh,Asylum-seekers,0
2013,Costa Rica,Bulgaria,Refugees (incl. refugee-like situations),13
2013,Costa Rica,Belarus,Refugees (incl. refugee-like situations),8
2013,Costa Rica,Bolivia (Plurinational State of),Asylum-seekers,0
2013,Costa Rica,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),8
2013,Costa Rica,Brazil,Asylum-seekers,1
2013,Costa Rica,Chile,Asylum-seekers,1
2013,Costa Rica,China,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Côte d'Ivoire,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Cameroon,Asylum-seekers,5
2013,Costa Rica,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),3
2013,Costa Rica,Colombia,Asylum-seekers,309
2013,Costa Rica,Colombia,Refugees (incl. refugee-like situations),16586
2013,Costa Rica,Cuba,Asylum-seekers,28
2013,Costa Rica,Cuba,Refugees (incl. refugee-like situations),845
2013,Costa Rica,Cyprus,Refugees (incl. refugee-like situations),4
2013,Costa Rica,Germany,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Dominican Rep.,Asylum-seekers,1
2013,Costa Rica,Dominican Rep.,Refugees (incl. refugee-like situations),6
2013,Costa Rica,Ecuador,Asylum-seekers,0
2013,Costa Rica,Egypt,Asylum-seekers,1
2013,Costa Rica,Eritrea,Asylum-seekers,0
2013,Costa Rica,Eritrea,Refugees (incl. refugee-like situations),4
2013,Costa Rica,Ethiopia,Asylum-seekers,1
2013,Costa Rica,Ethiopia,Refugees (incl. refugee-like situations),1
2013,Costa Rica,France,Asylum-seekers,2
2013,Costa Rica,Georgia,Refugees (incl. refugee-like situations),15
2013,Costa Rica,Ghana,Asylum-seekers,6
2013,Costa Rica,Ghana,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Gambia,Asylum-seekers,1
2013,Costa Rica,Guatemala,Asylum-seekers,8
2013,Costa Rica,Guatemala,Refugees (incl. refugee-like situations),43
2013,Costa Rica,Honduras,Asylum-seekers,75
2013,Costa Rica,Honduras,Refugees (incl. refugee-like situations),57
2013,Costa Rica,Haiti,Refugees (incl. refugee-like situations),38
2013,Costa Rica,India,Refugees (incl. refugee-like situations),7
2013,Costa Rica,Iran (Islamic Rep. of),Asylum-seekers,5
2013,Costa Rica,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5
2013,Costa Rica,Israel,Refugees (incl. refugee-like situations),16
2013,Costa Rica,Italy,Asylum-seekers,1
2013,Costa Rica,Rep. of Korea,Asylum-seekers,1
2013,Costa Rica,Liberia,Refugees (incl. refugee-like situations),4
2013,Costa Rica,Sri Lanka,Asylum-seekers,2
2013,Costa Rica,Rep. of Moldova,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Mexico,Asylum-seekers,5
2013,Costa Rica,Mexico,Refugees (incl. refugee-like situations),8
2013,Costa Rica,Nigeria,Asylum-seekers,5
2013,Costa Rica,Nigeria,Refugees (incl. refugee-like situations),28
2013,Costa Rica,Nicaragua,Asylum-seekers,0
2013,Costa Rica,Nicaragua,Refugees (incl. refugee-like situations),601
2013,Costa Rica,Nepal,Asylum-seekers,8
2013,Costa Rica,Panama,Refugees (incl. refugee-like situations),18
2013,Costa Rica,Peru,Asylum-seekers,0
2013,Costa Rica,Peru,Refugees (incl. refugee-like situations),228
2013,Costa Rica,Romania,Asylum-seekers,1
2013,Costa Rica,Romania,Refugees (incl. refugee-like situations),4
2013,Costa Rica,Russian Federation,Asylum-seekers,1
2013,Costa Rica,Russian Federation,Refugees (incl. refugee-like situations),21
2013,Costa Rica,Sudan,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Sierra Leone,Asylum-seekers,1
2013,Costa Rica,Sierra Leone,Refugees (incl. refugee-like situations),3
2013,Costa Rica,El Salvador,Asylum-seekers,110
2013,Costa Rica,El Salvador,Refugees (incl. refugee-like situations),148
2013,Costa Rica,Somalia,Asylum-seekers,6
2013,Costa Rica,Somalia,Refugees (incl. refugee-like situations),15
2013,Costa Rica,Syrian Arab Rep.,Asylum-seekers,4
2013,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Turkey,Asylum-seekers,1
2013,Costa Rica,Uganda,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Ukraine,Refugees (incl. refugee-like situations),18
2013,Costa Rica,Uruguay,Asylum-seekers,1
2013,Costa Rica,United States of America,Asylum-seekers,4
2013,Costa Rica,United States of America,Refugees (incl. refugee-like situations),2
2013,Costa Rica,Uzbekistan,Refugees (incl. refugee-like situations),7
2013,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,16
2013,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),221
2013,Costa Rica,Various/Unknown,Refugees (incl. refugee-like situations),1564
2013,Costa Rica,South Africa,Refugees (incl. refugee-like situations),1
2013,Costa Rica,Zimbabwe,Asylum-seekers,2
2013,Cuba,Algeria,Asylum-seekers,0
2013,Cuba,Western Sahara,Refugees (incl. refugee-like situations),353
2013,Cuba,Ethiopia,Refugees (incl. refugee-like situations),1
2013,Cuba,Haiti,Refugees (incl. refugee-like situations),1
2013,Cuba,Iran (Islamic Rep. of),Asylum-seekers,1
2013,Cuba,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1
2013,Cuba,Mali,Asylum-seekers,0
2013,Cuba,Palestinian,Asylum-seekers,0
2013,Cuba,Palestinian,Refugees (incl. refugee-like situations),2
2013,Cuba,Somalia,Asylum-seekers,0
2013,Cuba,Somalia,Refugees (incl. refugee-like situations),1
2013,Cuba,Syrian Arab Rep.,Asylum-seekers,0
2013,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),24
2013,Cuba,Yemen,Asylum-seekers,0
2013,Cuba,Yemen,Refugees (incl. refugee-like situations),1
2013,Curaçao,Colombia,Asylum-seekers,14
2013,Curaçao,Colombia,Refugees (incl. refugee-like situations),6
2013,Curaçao,Cuba,Asylum-seekers,31
2013,Curaçao,Cuba,Refugees (incl. refugee-like situations),1
2013,Curaçao,Jamaica,Refugees (incl. refugee-like situations),7
2013,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1
2013,Curaçao,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Cayman Islands,Afghanistan,Refugees (incl. refugee-like situations),2
2013,Cayman Islands,Cuba,Asylum-seekers,5
2013,Cayman Islands,Cuba,Refugees (incl. refugee-like situations),1
2013,Cayman Islands,Mexico,Asylum-seekers,0
2013,Cayman Islands,Mexico,Refugees (incl. refugee-like situations),3
2013,Cyprus,Afghanistan,Asylum-seekers,21
2013,Cyprus,Afghanistan,Refugees (incl. refugee-like situations),7
2013,Cyprus,Angola,Asylum-seekers,1
2013,Cyprus,Albania,Asylum-seekers,3
2013,Cyprus,Armenia,Asylum-seekers,7
2013,Cyprus,Armenia,Refugees (incl. refugee-like situations),23
2013,Cyprus,Burkina Faso,Asylum-seekers,1
2013,Cyprus,Burkina Faso,Refugees (incl. refugee-like situations),2
2013,Cyprus,Bangladesh,Asylum-seekers,46
2013,Cyprus,Bangladesh,Refugees (incl. refugee-like situations),3
2013,Cyprus,Bosnia and Herzegovina,Asylum-seekers,0
2013,Cyprus,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),15
2013,Cyprus,Central African Rep.,Asylum-seekers,2
2013,Cyprus,China,Asylum-seekers,2
2013,Cyprus,China,Refugees (incl. refugee-like situations),3
2013,Cyprus,Côte d'Ivoire,Asylum-seekers,11
2013,Cyprus,Cameroon,Asylum-seekers,32
2013,Cyprus,Cameroon,Refugees (incl. refugee-like situations),11
2013,Cyprus,Dem. Rep. of the Congo,Asylum-seekers,18
2013,Cyprus,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),12
2013,Cyprus,Congo,Asylum-seekers,3
2013,Cyprus,Comoros,Asylum-seekers,6
2013,Cyprus,Comoros,Refugees (incl. refugee-like situations),1
2013,Cyprus,Cuba,Asylum-seekers,2
2013,Cyprus,Cuba,Refugees (incl. refugee-like situations),1
2013,Cyprus,Algeria,Asylum-seekers,6
2013,Cyprus,Algeria,Refugees (incl. refugee-like situations),4
2013,Cyprus,Egypt,Asylum-seekers,200
2013,Cyprus,Egypt,Refugees (incl. refugee-like situations),75
